reference;name;manufacturer;supplier;category;purchase;price;ean13;tags;keywords;metatitle;url;Akrapovic;active;stock;vat;store
DI-BM/CA/9/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 649,97";"1 649,97";3831126403287;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/9/G;DI-BM/CA/9/G;0;0;78;3
DP-BM/SS/8;"Downpipe w Cat (SS) OP - Optional part";118;55;1;"3 231,90";"3 231,90";3831126402327;1;1;"Downpipe w Cat (SS) OP - Optional part";118-DP-BM/SS/8;DP-BM/SS/8;0;0;78;3
TP-CT/69;"Tail Pipe Set (Carbon) SO - Slip-On ECE Type Approval";118;55;1;"1 695,33";"1 695,33";3831126403263;1;1;"Tail Pipe Set (Carbon) SO - Slip-On ECE Type Approval";118-TP-CT/69;TP-CT/69;0;0;78;3
TP-CT/68;"Tail Pipe Set (Carbon) SO - Slip-On ECE Type Approval";118;55;1;"1 570,59";"1 570,59";3831113505147;1;1;"Tail Pipe Set (Carbon) SO - Slip-On ECE Type Approval";118-TP-CT/68;TP-CT/68;0;0;78;3
E-BM/T/12;"Evolution Link Pipe set (Titanium) – Long OP - Optional part";118;55;1;"1 956,15";"1 956,15";3831126402204;1;1;"Evolution Link Pipe set (Titanium) – Long OP - Optional part";118-E-BM/T/12;E-BM/T/12;0;0;78;3
S-BM/T/18H;"Evolution Line (Titanium) SO - Slip-On";118;55;1;"5 350,00";"5 350,00";3831113599290;1;1;"Evolution Line (Titanium) SO - Slip-On";118-S-BM/T/18H;S-BM/T/18H;0;0;78;3
E-BM/SS/8;"Link Pipe Set (SS) OP - Optional part";118;55;1;"1 244,28";"1 244,28";3831113599306;1;1;"Link Pipe Set (SS) OP - Optional part";118-E-BM/SS/8;E-BM/SS/8;0;0;78;3
P-HF1351;"Akrapovič Sound Kit OP - Optional part";118;55;1;432,46;432,46;3831113599252;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1351;P-HF1351;0;0;78;3
DP-TY/SS/1;"Downpipe w Cat (SS) OP - Optional part";118;55;1;"2 162,80";"2 162,80";3831113577700;1;1;"Downpipe w Cat (SS) OP - Optional part";118-DP-TY/SS/1;DP-TY/SS/1;0;0;78;3
S-BM/T/31H;"Evolution Line (Titanium) SO - Slip-On";118;55;1;"5 350,00";"5 350,00";3831126408121;1;1;"Evolution Line (Titanium) SO - Slip-On";118-S-BM/T/31H;S-BM/T/31H;0;0;78;3
P-HF1482;"Fitting kit for mounting on BMW M4 (G82) and M440I (G22) OP - Optional part W/O Approval";118;55;1;385,00;385,00;3831126417437;1;1;"Fitting kit for mounting on BMW M4 (G82) and M440I (G22) OP - Optional part W/O Approval";118-P-HF1482;P-HF1482;0;0;78;3
WI-BM/CA/1/G;"Rear Wing (Carbon) OP - Optional part ABE Type Approval";118;55;1;"3 565,00";"3 565,00";3831126413569;1;1;"Rear Wing (Carbon) OP - Optional part ABE Type Approval";118-WI-BM/CA/1/G;WI-BM/CA/1/G;0;0;78;3
WI-BM/CA/1/CF;"Rear Wing (Chopped Carbon) OP - Optional part ABE Type Approval";118;55;1;"3 743,00";"3 743,00";3831126429188;1;1;"Rear Wing (Chopped Carbon) OP - Optional part ABE Type Approval";118-WI-BM/CA/1/CF;WI-BM/CA/1/CF;0;0;78;3
S-BM/T/18H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 350,00";"5 350,00";3831113599290;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/18H;S-BM/T/18H;0;0;78;3
P-HF1351;"Akrapovič Sound Kit OP - Optional part";118;55;1;432,46;432,46;3831113599252;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1351;P-HF1351;0;0;78;3
S-BM/T/31H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 350,00";"5 350,00";3831126408121;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/31H;S-BM/T/31H;0;0;78;3
WI-BM/CA/1/CF;"Rear Wing (Chopped Carbon) OP - Optional part ABE Type Approval";118;55;1;"3 743,00";"3 743,00";3831126429188;1;1;"Rear Wing (Chopped Carbon) OP - Optional part ABE Type Approval";118-WI-BM/CA/1/CF;WI-BM/CA/1/CF;0;0;78;3
WI-BM/CA/1/G;"Rear Wing (Carbon) OP - Optional part ABE Type Approval";118;55;1;"3 565,00";"3 565,00";3831126413569;1;1;"Rear Wing (Carbon) OP - Optional part ABE Type Approval";118-WI-BM/CA/1/G;WI-BM/CA/1/G;0;0;78;3
P-HF1482;"Fitting kit for mounting on BMW M4 (G82) and M440I (G22) OP - Optional part W/O Approval";118;55;1;385,00;385,00;3831126417437;1;1;"Fitting kit for mounting on BMW M4 (G82) and M440I (G22) OP - Optional part W/O Approval";118-P-HF1482;P-HF1482;0;0;78;3
S-BM/T/30H;"Evolution Line (Titanium) SO - Slip-On";118;55;1;"5 350,00";"5 350,00";3831126408107;1;1;"Evolution Line (Titanium) SO - Slip-On";118-S-BM/T/30H;S-BM/T/30H;0;0;78;3
P-HF1351;"Akrapovič Sound Kit OP - Optional part";118;55;1;432,46;432,46;3831113599252;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1351;P-HF1351;0;0;78;3
E-BM/SS/8;"Link Pipe Set (SS) OP - Optional part";118;55;1;"1 244,28";"1 244,28";3831113599306;1;1;"Link Pipe Set (SS) OP - Optional part";118-E-BM/SS/8;E-BM/SS/8;0;0;78;3
DP-TY/SS/1;"Downpipe w Cat (SS) OP - Optional part";118;55;1;"2 162,80";"2 162,80";3831113577700;1;1;"Downpipe w Cat (SS) OP - Optional part";118-DP-TY/SS/1;DP-TY/SS/1;0;0;78;3
P-HF1351;"Akrapovič Sound Kit OP - Optional part";118;55;1;432,46;432,46;3831113599252;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1351;P-HF1351;0;0;78;3
S-BM/T/30H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 350,00";"5 350,00";3831126408107;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/30H;S-BM/T/30H;0;0;78;3
ME-BM/T/4;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118;55;1;"6 439,80";"6 439,80";3831113500067;1;1;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118-ME-BM/T/4;ME-BM/T/4;0;0;78;3
TP-T/S/5;"Tail pipe set (Titanium) OP - Optional part";118;55;1;"1 476,11";"1 476,11";3831113500074;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/5;TP-T/S/5;0;0;78;3
TP-CT/10;"Tail pipe set (Carbon) OP - Optional part";118;55;1;"1 504,52";"1 504,52";3831113500081;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-CT/10;TP-CT/10;0;0;78;3
S-BM/T/2H;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"6 798,33";"6 798,33";3831113560511;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-BM/T/2H;S-BM/T/2H;0;0;78;3
DI-BM/CA/5/M/RS;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 178,80";"1 178,80";3831113560443;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/5/M/RS;DI-BM/CA/5/M/RS;0;0;78;3
P-HF1132;"Akrapovič Sound Kit OP - Optional part";118;55;1;537,94;537,94;3831113562089;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1132;P-HF1132;0;0;78;3
TP-CT/47/RS;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113562232;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/47/RS;TP-CT/47/RS;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
DI-BM/CA/5/G/RS;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 369,31";"1 369,31";3831113560450;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/5/G/RS;DI-BM/CA/5/G/RS;0;0;78;3
S-BM/T/7H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"4 246,83";"4 246,83";3831113569095;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/7H;S-BM/T/7H;0;0;78;3
DI-BM/CA/5/G/RS;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 369,31";"1 369,31";3831113560450;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/5/G/RS;DI-BM/CA/5/G/RS;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
TP-CT/47/RS;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113562232;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/47/RS;TP-CT/47/RS;0;0;78;3
P-HF1132;"Akrapovič Sound Kit OP - Optional part";118;55;1;537,94;537,94;3831113562089;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1132;P-HF1132;0;0;78;3
DI-BM/CA/5/M/RS;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 178,80";"1 178,80";3831113560443;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/5/M/RS;DI-BM/CA/5/M/RS;0;0;78;3
S-BM/T/27H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"4 325,88";"4 325,88";3831126404307;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/27H;S-BM/T/27H;0;0;78;3
TP-CT/10;"Tail pipe set (Carbon) OP - Optional part";118;55;1;"1 504,52";"1 504,52";3831113500081;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-CT/10;TP-CT/10;0;0;78;3
TP-T/S/5;"Tail pipe set (Titanium) OP - Optional part";118;55;1;"1 476,11";"1 476,11";3831113500074;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/5;TP-T/S/5;0;0;78;3
ME-BM/T/5;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118;55;1;"6 761,79";"6 761,79";3831113502719;1;1;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118-ME-BM/T/5;ME-BM/T/5;0;0;78;3
TP-T/S/5;"Tail pipe set (Titanium) OP - Optional part";118;55;1;"1 476,11";"1 476,11";3831113500074;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/5;TP-T/S/5;0;0;78;3
TP-CT/10;"Tail pipe set (Carbon) OP - Optional part";118;55;1;"1 504,52";"1 504,52";3831113500081;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-CT/10;TP-CT/10;0;0;78;3
ME-BM/T/6H;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118;55;1;"7 037,55";"7 037,55";3831113511834;1;1;"Evolution Line (Titanium) EV - Evolution EC Type Approval";118-ME-BM/T/6H;ME-BM/T/6H;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
S-BM/T/23;"Evolution Line (Titanium) EV - Evolution";118;55;1;"8 311,66";"8 311,66";3831113504225;1;1;"Evolution Line (Titanium) EV - Evolution";118-S-BM/T/23;S-BM/T/23;0;0;78;3
DI-BM/CA/7/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 655,08";"1 655,08";3831113583541;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/7/G;DI-BM/CA/7/G;0;0;78;3
P-HF1263;"Akrapovič Sound Kit OP - Optional part";118;55;1;853,50;853,50;3831113586238;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1263;P-HF1263;0;0;78;3
DI-BM/CA/7/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 524,10";"1 524,10";3831113583534;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/7/M;DI-BM/CA/7/M;0;0;78;3
E-BM/T/9;"Evolution Link pipe set (Titanium) OP - Optional part";118;55;1;"2 464,75";"2 464,75";3831113586221;1;1;"Evolution Link pipe set (Titanium) OP - Optional part";118-E-BM/T/9;E-BM/T/9;0;0;78;3
S-BM/T/22H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 848,49";"5 848,49";3831113504232;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/22H;S-BM/T/22H;0;0;78;3
DI-BM/CA/7/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 524,10";"1 524,10";3831113583534;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/7/M;DI-BM/CA/7/M;0;0;78;3
P-HF1263;"Akrapovič Sound Kit OP - Optional part";118;55;1;853,50;853,50;3831113586238;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1263;P-HF1263;0;0;78;3
DI-BM/CA/7/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 655,08";"1 655,08";3831113583541;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/7/G;DI-BM/CA/7/G;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
S-BM/T/22H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 848,49";"5 848,49";3831113504232;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/22H;S-BM/T/22H;0;0;78;3
S-BM/T/25;"Evolution Line (Titanium) EV - Evolution";118;55;1;"8 445,12";"8 445,12";3831113502993;1;1;"Evolution Line (Titanium) EV - Evolution";118-S-BM/T/25;S-BM/T/25;0;0;78;3
DI-BM/CA/7/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 655,08";"1 655,08";3831113583541;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/7/G;DI-BM/CA/7/G;0;0;78;3
P-HF1263;"Akrapovič Sound Kit OP - Optional part";118;55;1;853,50;853,50;3831113586238;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1263;P-HF1263;0;0;78;3
DI-BM/CA/7/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 524,10";"1 524,10";3831113583534;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/7/M;DI-BM/CA/7/M;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
E-BM/T/10;"Evolution Link pipe set (Titanium) OP - Optional part";118;55;1;"2 595,73";"2 595,73";3831113586481;1;1;"Evolution Link pipe set (Titanium) OP - Optional part";118-E-BM/T/10;E-BM/T/10;0;0;78;3
S-BM/T/24H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 848,49";"5 848,49";3831113503716;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/24H;S-BM/T/24H;0;0;78;3
DI-BM/CA/7/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 524,10";"1 524,10";3831113583534;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/7/M;DI-BM/CA/7/M;0;0;78;3
P-HF1263;"Akrapovič Sound Kit OP - Optional part";118;55;1;853,50;853,50;3831113586238;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1263;P-HF1263;0;0;78;3
DI-BM/CA/7/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 655,08";"1 655,08";3831113583541;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/7/G;DI-BM/CA/7/G;0;0;78;3
WM-BM/CA/3/M;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118;55;1;773,96;773,96;3831113560696;1;1;"Carbon Fibre Mirror Cap Set - Matte OP - Optional part";118-WM-BM/CA/3/M;WM-BM/CA/3/M;0;0;78;3
WM-BM/CA/3/G;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118;55;1;869,22;869,22;3831113560702;1;1;"Carbon Fibre Mirror Cap Set - High Gloss OP - Optional part";118-WM-BM/CA/3/G;WM-BM/CA/3/G;0;0;78;3
S-BM/T/24H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"5 848,49";"5 848,49";3831113503716;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/24H;S-BM/T/24H;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
S-BM/T/10H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 276,13";"3 276,13";3831113579797;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/10H;S-BM/T/10H;0;0;78;3
P-HF1255;"Akrapovič Sound Kit OP - Optional part";118;55;1;488,25;488,25;3831113583244;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1255;P-HF1255;0;0;78;3
TP-CT/59;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113579810;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/59;TP-CT/59;0;0;78;3
P-HF1255;"Akrapovič Sound Kit OP - Optional part";118;55;1;488,25;488,25;3831113583244;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1255;P-HF1255;0;0;78;3
S-BM/T/10H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 276,13";"3 276,13";3831113579797;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/10H;S-BM/T/10H;0;0;78;3
TP-CT/59;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113579810;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/59;TP-CT/59;0;0;78;3
S-BM/T/29H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 677,40";"3 677,40";3831126408671;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/29H;S-BM/T/29H;0;0;78;3
P-HF1424;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831126408664;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1424;P-HF1424;0;0;78;3
DI-BM/CA/6;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 762,24";"1 762,24";3831113583251;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/6;DI-BM/CA/6;0;0;78;3
P-HF1255;"Akrapovič Sound Kit OP - Optional part";118;55;1;488,25;488,25;3831113583244;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1255;P-HF1255;0;0;78;3
S-BM/T/10H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 276,13";"3 276,13";3831113579797;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/10H;S-BM/T/10H;0;0;78;3
TP-CT/60;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113579827;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/60;TP-CT/60;0;0;78;3
P-HF1255;"Akrapovič Sound Kit OP - Optional part";118;55;1;488,25;488,25;3831113583244;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1255;P-HF1255;0;0;78;3
S-BM/T/10H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 276,13";"3 276,13";3831113579797;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/10H;S-BM/T/10H;0;0;78;3
DI-BM/CA/6;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 762,24";"1 762,24";3831113583251;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/6;DI-BM/CA/6;0;0;78;3
TP-CT/60;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118;55;1;"1 565,27";"1 565,27";3831113579827;1;1;"Tail pipe set (Carbon) OP - Optional part ECE Type Approval";118-TP-CT/60;TP-CT/60;0;0;78;3
P-HF1424;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831126408664;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1424;P-HF1424;0;0;78;3
S-BM/T/29H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 677,40";"3 677,40";3831126408671;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/29H;S-BM/T/29H;0;0;78;3
P-HF947;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;690,90;690,90;3831113536967;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF947;P-HF947;0;0;78;3
S-BM/T/1;"Evolution Line (Titanium) X5 M EV - Evolution ECE Type Approval";118;55;1;"6 798,33";"6 798,33";3831113535533;1;1;"Evolution Line (Titanium) X5 M EV - Evolution ECE Type Approval";118-S-BM/T/1;S-BM/T/1;0;0;78;3
DI-BM/CA/2;"Rear Carbon Fibre Diffuser OP - Optional part ABE Type Approval";118;55;1;"1 152,32";"1 152,32";3831113535540;1;1;"Rear Carbon Fibre Diffuser OP - Optional part ABE Type Approval";118-DI-BM/CA/2;DI-BM/CA/2;0;0;78;3
P-HF1310;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113594462;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1310;P-HF1310;0;0;78;3
S-BM/T/16H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"6 543,76";"6 543,76";3831113594660;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/16H;S-BM/T/16H;0;0;78;3
DI-BM/CA/8/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 297,87";"1 297,87";3831113592321;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-BM/CA/8/G;DI-BM/CA/8/G;0;0;78;3
DI-BM/CA/8/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 178,80";"1 178,80";3831113592314;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-BM/CA/8/M;DI-BM/CA/8/M;0;0;78;3
P-HF1549;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;420,55;420,55;3831126429935;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1549;P-HF1549;0;0;78;3
S-BM/T/35H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"6 059,04";"6 059,04";3831126429119;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/35H;S-BM/T/35H;0;0;78;3
S-BM/T/16H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"6 543,76";"6 543,76";3831113594660;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/16H;S-BM/T/16H;0;0;78;3
P-HF1310;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113594462;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1310;P-HF1310;0;0;78;3
