Tipo Doc.;N.º Doc.;Refª Cliente;Data;Cliente;Contribuinte;País;Zona geográfica;Vendedor;Método de Pagamento;Valor Pgto.;Comissão Pgto.;Cód. Artigo;Código EAN;Artigos;Qtd.;Uni.;Preço unitário sem IVA;Total Artigo;Total Ilíq.;Desc.;Total Liq.;Impostos;Desc. Financeiro;Total;Acumulado;Local de Descarga;Observações
Fatura-Recibo;2024BE/250;;03/06/2024;Nicolas demoiny;BE999999990;França;;;;;;SHYP104;;Hyundai I30N Scorpion Front Flex Pipe - Version : GPF / OPF;1;Uni.;200,7686;200,77;200,77;0;200,77;42,16;0;242,93;242,93;;
Fatura-Recibo;2024BE/250;;03/06/2024;Nicolas demoiny;BE999999990;França;;;;;;SHYSP102;;Hyundai I30N (GPF) Scorpion GPF Delete Pipe - Type : Non resonated;1;Uni.;163,6281;163,63;163,63;0;163,63;34,36;0;197,99;440,92;;
Fatura-Recibo;2024BE/250;;03/06/2024;Nicolas demoiny;BE999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;448,92;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024BE/251;;03/06/2024;mathys nichele;BE999999990;Bélgica;;;Transferência Bancária;201,81;---;;;;;;;;166,78;0;166,78;35,03;0;201,81;8019,04;RUE DES SARTS 1;
Fatura-Recibo;2024BE/251;;03/06/2024;mathys nichele;BE999999990;França;;;;;;JSK-103;;Admission Ramair pour Golf 4 GTI / TT 180 / Leon 1.8T 20V;1;Uni.;122,99174;122,99;122,99;0;122,99;25,83;0;148,82;148,82;;
Fatura-Recibo;2024BE/251;;03/06/2024;mathys nichele;BE999999990;França;;;;;;AC-FIST7-QS;;Short shift Alpha Competition pour Ford Fiesta ST MK7;1;Uni.;37,18182;37,18;37,18;0;37,18;7,81;0;44,99;193,81;;
Fatura-Recibo;2024BE/251;;03/06/2024;mathys nichele;BE999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;201,81;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024IT/350;;03/06/2024;Fanfoni Gianmaria;IT999999990;Itália;;;Transferência Bancária;251,24;---;;;;;;;;205,94;0;205,94;45,3;0;251,24;8270,28;via provinciale 18/F;
Fatura-Recibo;2024IT/350;;03/06/2024;Fanfoni Gianmaria;IT999999990;França;;;;;;R7437-9-5;;Bougies NGK Racing R7437-9 pour Audi RS3 et Audi TTRS 2.5 TFSI;1;Uni.;193,63934;193,64;193,64;0;193,64;42,6;0;236,24;236,24;;
Fatura-Recibo;2024IT/350;;03/06/2024;Fanfoni Gianmaria;IT999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;12,29508;12,3;12,3;0;12,3;2,7;0;15;251,24;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024IT/351;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;Card;1022,75;---;;;;;;;;1022,75;0;1022,75;0;0;1022,75;9293,03;Via Rondona n.33;
Fatura-Recibo;2024IT/351;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;;;;EVE-A90-CF-INT;;Eventuri Toyota MK5 3.0 B58 Supra Carbon Intake;1;Uni.;999,75;999,75;999,75;0;999,75;0;0;999,75;999,75;;
Fatura-Recibo;2024IT/351;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;;;;SHIPPING-IT-0-10;;ITALY (0-10KG);1;Uni.;23;23;23;0;23;0;0;23;1022,75;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024IT/352;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;Card;107,83;---;;;;;;;;107,83;0;107,83;0;0;107,83;9400,86;Via Kennedy Snc;
Fatura-Recibo;2024IT/352;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;;;;U5014;;NGK U5014 IGNITION COIL;4;Uni.;21,208;84,83;84,83;0;84,83;0;0;84,83;84,83;;
Fatura-Recibo;2024IT/352;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;;;;SHIPPING-IT-0-10;;ITALY (0-10KG);1;Uni.;23;23;23;0;23;0;0;23;107,83;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024IT/353;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;Card;44;---;;;;;;;;44;0;44;0;0;44;9444,86;Via Monte Solarolo 170;
Fatura-Recibo;2024IT/353;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;;;;EVE-FLC;;Eventuri Filter Cleaning Kit;1;Uni.;21;21;21;0;21;0;0;21;21;;
Fatura-Recibo;2024IT/353;;03/06/2024;WingNet SNC;IT04146110160;Itália;;;;;;SHIPPING-IT-0-10;;ITALY (0-10KG);1;Uni.;23;23;23;0;23;0;0;23;44;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024IT/354;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;Card;332,58;---;;;;;;;;332,58;0;332,58;0;0;332,58;9777,44;Via Massimo Gorki 4/A;
Fatura-Recibo;2024IT/354;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;;;;VWR1200R600E;;RacingLine Intake System / R600 EVO : TriFoam Air Filter / MQB / MQBE;1;Uni.;309,582;309,58;309,58;0;309,58;0;0;309,58;309,58;;
Fatura-Recibo;2024IT/354;;03/06/2024;R2Z AUTORICAMBI SRLS;IT03813391202;Itália;;;;;;SHIPPING-IT-0-10;;ITALY (0-10KG);1;Uni.;23;23;23;0;23;0;0;23;332,58;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/429;;03/06/2024;Tim van den Wijngaart;NL001849831B92;Países Baixos;;;Card;265,99;---;;;;;;;;265,99;0;265,99;0;0;265,99;10043,43;Europalaan 41;
Fatura-Recibo;2024NL/429;;03/06/2024;Tim van den Wijngaart;NL001849831B92;Países Baixos;;;;;;034-1ZZ-0009;;034 Motorsport Carbon Fiber Engine Cover Overlay for Audi RS3 8V.5 / TTrs 8S;1;Uni.;257,99;257,99;257,99;0;257,99;0;0;257,99;257,99;;
Fatura-Recibo;2024NL/429;;03/06/2024;Tim van den Wijngaart;NL001849831B92;Países Baixos;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;265,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/430;;03/06/2024;Thomas Apol;NL999999990;Países Baixos;;;Transferência Bancária;165,53;---;;;;;;;;136,8;0;136,8;28,73;0;165,53;10208,96;Aalsumerweg 5;
Fatura-Recibo;2024NL/430;;03/06/2024;Thomas Apol;NL999999990;França;;;;;;MMICP-FIST-14HWBK;;Fiesta ST 180 Mishimoto Hot Side Intercooler Pipe Kit - Color : Black;1;Uni.;130,19008;130,19;130,19;0;130,19;27,34;0;157,53;157,53;;
Fatura-Recibo;2024NL/430;;03/06/2024;Thomas Apol;NL999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;165,53;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;Card;1286,7;---;;;;;;;;1286,7;0;1286,7;0;0;1286,7;11495,66;Tromputte 9;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR19G706;;RacingLine Billet Oil Filter Housing / EA888 / .3 / .4 / 3B 1.8 & 2.0 TSI;1;Uni.;53,238;53,24;53,24;0;53,24;0;0;53,24;53,24;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR180000;;RacingLine Magnetic Sump Plug (N90813202) / Metal Sump (non-MQB EA888.3);2;Uni.;9,012;18,02;18,02;0;18,02;0;0;18,02;71,26;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR670006;;RacingLine RP700 Performance Brake Pads / 340mm Larger Front (Performance Pack, eg Golf R, S3);1;Uni.;119,441;119,44;119,44;0;119,44;0;0;119,44;190,7;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR800003;;RacingLine Badge - OEM Plus Black;2;Uni.;7,168;14,34;14,34;0;14,34;0;0;14,34;205,04;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;SILZKFR8D7S;;NGK SILZKFR8D7S LASER IRIDIUM SPARK PLUG;3;Uni.;7,2998;21,9;21,9;0;21,9;0;0;21,9;226,94;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;SILZKGR8B8S;;NGK SILZKGR8B8S LASER IRIDIUM SPARK PLUG;20;Uni.;8,395;167,9;167,9;0;167,9;0;0;167,9;394,84;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;D650-0009;;DINAN IGNITION COIL (B SERIES STYLE);1;Uni.;29,054;29,05;29,05;0;29,05;0;0;29,05;423,89;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;MS100204;;APR IGNITION COILS (BLUE);8;Uni.;37,3687;298,95;298,95;0;298,95;0;0;298,95;722,84;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;CTS-IGN-007;;CTS TURBO IGNITION COIL FOR TSI GEN3 (1.8T / 2.0T / 2.5T / 3.0T / 4.0T);16;Uni.;29,9925;479,88;479,88;0;479,88;0;0;479,88;1202,72;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;03K906051;;4 BARS MAP SENSOR;3;Uni.;13,745;41,24;41,24;0;41,24;0;0;41,24;1243,96;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);2;Uni.;15;30;30;0;30;0;0;30;1273,96;;
Fatura-Recibo;2024NL/431;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;ccFee;;CREDIT CARD FEE;1;Uni.;12,74;12,74;12,74;0;12,74;0;0;12,74;1286,7;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/432;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;168,87;---;;;;;;;;168,87;0;168,87;0;0;168,87;11664,53;Middelie 9;
Fatura-Recibo;2024NL/432;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SFDC082;;Scorpion SFDC082 De-cat downpipe;1;Uni.;153,8745;153,87;153,87;0;153,87;0;0;153,87;153,87;;
Fatura-Recibo;2024NL/432;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;168,87;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/433;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;275,88;---;;;;;;;;275,88;0;275,88;0;0;275,88;11940,41;Stijn Streuvelslaan 71;
Fatura-Recibo;2024NL/433;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;R7437-9;;NGK R7437-9 RACING SPARK PLUG;4;Uni.;35,2277;140,91;140,91;0;140,91;0;0;140,91;140,91;;
Fatura-Recibo;2024NL/433;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;CTS-IGN-007;;CTS TURBO IGNITION COIL FOR TSI GEN3 (1.8T / 2.0T / 2.5T / 3.0T / 4.0T);4;Uni.;29,9925;119,97;119,97;0;119,97;0;0;119,97;260,88;;
Fatura-Recibo;2024NL/433;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-0-10;;BELGIUM (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;275,88;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/434;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;36,59;---;;;;;;;;36,59;0;36,59;0;0;36,59;11977;Van Diggelenweg 62;
Fatura-Recibo;2024NL/434;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;AC-180-DB;;ALPHA COMPETITION DOGBONE MOUNT GOLF 4 / Leon 1M / S3 8L / TT 8N;1;Uni.;21,594;21,59;21,59;0;21,59;0;0;21,59;21,59;;
Fatura-Recibo;2024NL/434;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;36,59;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/435;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;134,97;---;;;;;;;;134,97;0;134,97;0;0;134,97;12111,97;Hendrik Herpstraat 13;
Fatura-Recibo;2024NL/435;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;CTS-IGN-007;;CTS TURBO IGNITION COIL FOR TSI GEN3 (1.8T / 2.0T / 2.5T / 3.0T / 4.0T);4;Uni.;29,9925;119,97;119,97;0;119,97;0;0;119,97;119,97;;
Fatura-Recibo;2024NL/435;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;134,97;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/436;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;238,73;---;;;;;;;;238,73;0;238,73;0;0;238,73;12350,7;Albert I laan 19a;
Fatura-Recibo;2024NL/436;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SAUP087;;Scorpion SAUP087 Front resonator delete;1;Uni.;218,7315;218,73;218,73;0;218,73;0;0;218,73;218,73;;
Fatura-Recibo;2024NL/436;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-10-30;;BELGIUM (10-30KG);1;Uni.;20;20;20;0;20;0;0;20;238,73;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/437;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;151,59;---;;;;;;;;151,59;0;151,59;0;0;151,59;12502,29;Sophialaan 26;
Fatura-Recibo;2024NL/437;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;MMRT-RS-16EBK;;MISHIMOTO Ford Focus RS Expansion Tank, 2016-2018, Wrinkle Black;1;Uni.;136,591;136,59;136,59;0;136,59;0;0;136,59;136,59;;
Fatura-Recibo;2024NL/437;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;151,59;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/438;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;1300,5;---;;;;;;;;1300,5;0;1300,5;0;0;1300,5;13802,79;Fonteinstraat 95;
Fatura-Recibo;2024NL/438;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;EVE-ST38V8S-CF-INT;;Eventuri Audi RS3 Gen 2 / TTRS 8S intake for DAZA and DWNA Engines;1;Uni.;1285,5;1285,5;1285,5;0;1285,5;0;0;1285,5;1285,5;;
Fatura-Recibo;2024NL/438;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-0-10;;BELGIUM (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;1300,5;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/439;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;884,03;---;;;;;;;;884,03;0;884,03;0;0;884,03;14686,82;Bovenstraat 59;
Fatura-Recibo;2024NL/439;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;STYS009;;Scorpion STYS009 Non-resonated GPF back system;1;Uni.;647,6925;647,69;647,69;0;647,69;0;0;647,69;647,69;;
Fatura-Recibo;2024NL/439;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;STYP009;;Scorpion STYP009 GPF Delete;1;Uni.;201,3375;201,34;201,34;0;201,34;0;0;201,34;849,03;;
Fatura-Recibo;2024NL/439;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-10-30;;BELGIUM (10-30KG);1;Uni.;20;20;20;0;20;0;0;20;869,03;;
Fatura-Recibo;2024NL/439;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-0-10;;BELGIUM (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;884,03;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/440;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;358,33;---;;;;;;;;358,33;0;358,33;0;0;358,33;15045,15;President Kennedystraat 33;
Fatura-Recibo;2024NL/440;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;MMOC-370Z-09T;;MISHIMOTO Nissan 370Z Thermostatic Oil Cooler Kit, 2009+, Silver;1;Uni.;343,33;343,33;343,33;0;343,33;0;0;343,33;343,33;;
Fatura-Recibo;2024NL/440;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;358,33;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;Card;1365,44;---;;;;;;;;1365,44;0;1365,44;0;0;1365,44;16410,59;Tromputte 9;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR1210R600EG;;RacingLine Intake System / R600E/Carbon Lid Gloss /Tri-foam Filter;1;Uni.;458,458;458,46;458,46;0;458,46;0;0;458,46;458,46;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR640015;;RacingLine RL Spacers (Pair) 15mm OEM Bolts;3;Uni.;65,618;196,85;196,85;0;196,85;0;0;196,85;655,31;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;VWR640020;;RacingLine RL Spacers (Pair) 20mm OEM Bolts;2;Uni.;74,368;148,74;148,74;0;148,74;0;0;148,74;804,05;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;8E0971824S-RD;;OEM R8 RED IGNITION COIL PACK WIRING HARNESS COVER FITS 2.0 TFSI / 2.0 TSI / 1.8T 20V;3;Uni.;7,675;23,03;23,03;0;23,03;0;0;23,03;827,08;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;CTS-IGN-007;;CTS TURBO IGNITION COIL FOR TSI GEN3 (1.8T / 2.0T / 2.5T / 3.0T / 4.0T);16;Uni.;29,99;479,84;479,84;0;479,84;0;0;479,84;1306,92;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);3;Uni.;15;45;45;0;45;0;0;45;1351,92;;
Fatura-Recibo;2024NL/441;;03/06/2024;24TUNED;NL002254344B79;Países Baixos;;;;;;ccFee;;CREDIT CARD FEE;1;Uni.;13,52;13,52;13,52;0;13,52;0;0;13,52;1365,44;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/442;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;382,3;---;;;;;;;;382,3;0;382,3;0;0;382,3;16792,89;Springert 32;
Fatura-Recibo;2024NL/442;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SFDX073;;Scorpion SFDX073 Downpipe with high flow sports catalyst;1;Uni.;367,302;367,3;367,3;0;367,3;0;0;367,3;367,3;;
Fatura-Recibo;2024NL/442;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;382,3;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/443;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;137,47;---;;;;;;;;137,47;0;137,47;0;0;137,47;16930,36;Ogierssingel 23;
Fatura-Recibo;2024NL/443;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;VWR900001;;RacingLine Higher-Output Ignition Coil RED / MQB evo / MQB 2.0TSI, 1.8TSI, 2.5TFSI;4;Uni.;30,618;122,47;122,47;0;122,47;0;0;122,47;122,47;;
Fatura-Recibo;2024NL/443;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;137,47;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/444;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;91,44;---;;;;;;;;91,44;0;91,44;0;0;91,44;17021,8;Hogebrug 22;
Fatura-Recibo;2024NL/444;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;VWR12G7R600ITBLA;;RacingLine Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / BLACK;1;Uni.;76,44;76,44;76,44;0;76,44;0;0;76,44;76,44;;
Fatura-Recibo;2024NL/444;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-NL-0-10;;HOLLAND (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;91,44;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024NL/445;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;Card;1307,39;---;;;;;;;;1307,39;0;1307,39;0;0;1307,39;18329,19;rue bauchau 33;
Fatura-Recibo;2024NL/445;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;F1555P+F1557P-20;;FERREA COMPETITION PLUS +1MM ENGINE VALVES X20 FOR S3 8L / TT 8N / LEON 1M / GOLF 4 GTI 1.8T 20V;1;Uni.;554,995;555;555;0;555;0;0;555;555;;
Fatura-Recibo;2024NL/445;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;KT4040;;FERREA VALVE SPRINGS AND RETAINERS KIT FOR S3 8L / TT 8N / LEON 1M / GOLF 4 GTI 1.8T 20V;1;Uni.;737,39;737,39;737,39;0;737,39;0;0;737,39;1292,39;;
Fatura-Recibo;2024NL/445;;03/06/2024;JT-products;NL002241494B08;Países Baixos;;;;;;SHIPPING-BE-0-10;;BELGIUM (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;1307,39;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;Card;658,04;---;;;;;;;;534,98;0;534,98;123,06;0;658,04;18987,23;Largo da Igreja Nº2729, EN1;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;;;;AC-B58-INLET;;F-SERIE B58 140i/240i /340i /440i ALPHA COMPETITION TURBO INLET PIPE;2;Uni.;71,994;143,99;143,99;0;143,99;33,12;0;177,11;177,11;;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;;;;AC-R56-IC;;MINI COOPER S R56 ALPHA COMPETITION INTERCOOLER;1;Uni.;204,87317;204,87;204,87;0;204,87;47,13;0;252;429,11;;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;;;;AC-200-TP;;ALPHA COMPETITION THROTTLE PIPE FOR GOLF 5 GTI / GOLF 6 R / SCIROCCO 2.0 TFSI;1;Uni.;73,164;73,16;73,16;0;73,16;16,83;0;89,99;519,1;;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;;;;AC-200K04-OT;;ALPHA COMPETITION TURBO OUTLET PIPE FOR AUDI S3 8P / LEON 2 CUPRA / GOLF 6 R  / TTS 2.0 TFSI K04;1;Uni.;92,964;92,96;92,96;0;92,96;21,38;0;114,34;633,44;;
Fatura-Recibo;2024WEB/763;;03/06/2024;MANF Racing;PT516394576;Portugal;;;;;;SHIPPING-PT-0-10;;PORTUGAL (0-10KG);2;Uni.;10;20;20;0;20;4,6;0;24,6;658,04;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/764;;03/06/2024;Jean-noel Varo;GP999999990;Guadalupe;;;Transferência Bancária;310,78;---;;;;;;;;310,78;0;310,78;0;0;310,78;19298,01;1432 fond thezan saint anne;
Fatura-Recibo;2024WEB/764;;03/06/2024;Jean-noel Varo;GP999999990;França;;;;;;U5055-6;;Bobines d allumage NGK pour BMW M3 F80 / M4 F8x / M2 Comp F87;1;Uni.;132,43;132,43;132,43;0;132,43;0;0;132,43;132,43;;
Fatura-Recibo;2024WEB/764;;03/06/2024;Jean-noel Varo;GP999999990;França;;;;;;SILZKBR8D8S-6;;Bougies NGK SILZKBR8D8S pour BMW M3 F80 / M4 F8x / M2 Comp F87;2;Uni.;62,47;124,94;124,94;0;124,94;0;0;124,94;257,37;;
Fatura-Recibo;2024WEB/764;;03/06/2024;Jean-noel Varo;GP999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;53,41;53,41;53,41;0;53,41;0;0;53,41;310,78;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/765;;03/06/2024;Steves Jean philippe;GF999999990;Guiana Francesa;;;Transferência Bancária;354,49;---;;;;;;;;354,49;0;354,49;0;0;354,49;19652,5;6 rue perle rose;
Fatura-Recibo;2024WEB/765;;03/06/2024;Steves Jean philippe;GF999999990;França;;;;;;10.127.203K;;Kit pompe a essence haute pression Autotech pour Audi S1 / S3 8V / TT Mk3;1;Uni.;314,99;314,99;314,99;0;314,99;0;0;314,99;314,99;;
Fatura-Recibo;2024WEB/765;;03/06/2024;Steves Jean philippe;GF999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;39,5;39,5;39,5;0;39,5;0;0;39,5;354,49;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024WEB/766;;03/06/2024;Sloane  THESEE-LESENECHAL;MQ999999990;Martinica;;;Transferência Bancária;283,76;---;;;;;;;;283,76;0;283,76;0;0;283,76;19936,26;Anse à l'âne Rue Passe Montemps;
Fatura-Recibo;2024WEB/766;;03/06/2024;Sloane  THESEE-LESENECHAL;MQ999999990;França;;;;;;CTS-IT-280;;Inlet CTS Turbo pour Golf 7 GTI / Golf 7 R et Leon 3 Cupra;1;Uni.;169,99;169,99;169,99;0;169,99;0;0;169,99;169,99;;
